Ex: 1	 True Labels: [0, 5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1019	 True Labels: [2, 3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1020	 True Labels: [2, 4]	 MINAS-BR Prediction: [0, 4]
Ex: 1021	 True Labels: [2]	 MINAS-BR Prediction: [0]
Ex: 1022	 True Labels: [2, 4]	 MINAS-BR Prediction: [0]
Ex: 1023	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1024	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1025	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1026	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1027	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1028	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1029	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1030	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1031	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1032	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1033	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1034	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1035	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1036	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1037	 True Labels: [2]	 MINAS-BR Prediction: unknwon
Ex: 1038	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1039	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1040	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1041	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1042	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1043	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1044	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1045	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1046	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1047	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1048	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1049	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1050	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1051	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1052	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1053	 True Labels: [2]	 MINAS-BR Prediction: unknwon
Ex: 1054	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1055	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1056	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1057	 True Labels: [2]	 MINAS-BR Prediction: unknwon
Ex: 1058	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1059	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1060	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1061	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1062	 True Labels: [2]	 MINAS-BR Prediction: [1, 4]
Ex: 1063	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1064	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1065	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1066	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1067	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1068	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1069	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1070	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1071	 True Labels: [2]	 MINAS-BR Prediction: [1, 4]
Ex: 1072	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1073	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1074	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1075	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1076	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1077	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1078	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1079	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1080	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1081	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1082	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1083	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1084	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1085	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1086	 True Labels: [2]	 MINAS-BR Prediction: [0, 1]
Ex: 1087	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1088	 True Labels: [2]	 MINAS-BR Prediction: [1, 4]
Ex: 1089	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1090	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1091	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1092	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1093	 True Labels: [2]	 MINAS-BR Prediction: [0, 1]
Ex: 1094	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1095	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1096	 True Labels: [2]	 MINAS-BR Prediction: unknwon
Ex: 1097	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1098	 True Labels: [2]	 MINAS-BR Prediction: unknwon
Ex: 1099	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1100	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1101	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1102	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1103	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1104	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1105	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1106	 True Labels: [2]	 MINAS-BR Prediction: [1, 4]
Ex: 1107	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1108	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1109	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1110	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1111	 True Labels: [2]	 MINAS-BR Prediction: [0]
Ex: 1112	 True Labels: [2]	 MINAS-BR Prediction: unknwon
Ex: 1113	 True Labels: [2]	 MINAS-BR Prediction: [0, 1]
Ex: 1114	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1115	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1116	 True Labels: [2]	 MINAS-BR Prediction: unknwon
Ex: 1117	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1118	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1119	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1120	 True Labels: [2]	 MINAS-BR Prediction: [0, 1]
Ex: 1121	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1122	 True Labels: [2, 3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1123	 True Labels: [2]	 MINAS-BR Prediction: [1, 4]
Ex: 1124	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1125	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1126	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1127	 True Labels: [2]	 MINAS-BR Prediction: [0, 1]
Ex: 1128	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1129	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1130	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1131	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1132	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1133	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1134	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1135	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1136	 True Labels: [2]	 MINAS-BR Prediction: [0, 1]
Ex: 1137	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1138	 True Labels: [2]	 MINAS-BR Prediction: unknwon
Ex: 1139	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1140	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1141	 True Labels: [2]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1142	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1143	 True Labels: [2, 4]	 MINAS-BR Prediction: [1]
Ex: 1144	 True Labels: [2, 4]	 MINAS-BR Prediction: [1, 4]
Ex: 1145	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1146	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1147	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1148	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1149	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1150	 True Labels: [2]	 MINAS-BR Prediction: [1, 4]
Ex: 1151	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1152	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1153	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1154	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1155	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1156	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1157	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1158	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1159	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1160	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1161	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1162	 True Labels: [2]	 MINAS-BR Prediction: [0, 3]
Ex: 1163	 True Labels: [2]	 MINAS-BR Prediction: [1, 4]
Ex: 1164	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1165	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1166	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1167	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1168	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1169	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1170	 True Labels: [2]	 MINAS-BR Prediction: [1]
Ex: 1171	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1172	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1173	 True Labels: [2]	 MINAS-BR Prediction: [1, 3]
Ex: 1174	 True Labels: [2]	 MINAS-BR Prediction: [0, 1]
Ex: 1175	 True Labels: [2]	 MINAS-BR Prediction: [3]
Ex: 1176	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1177	 True Labels: [2]	 MINAS-BR Prediction: [0, 1]
Ex: 1178	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1179	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1180	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1181	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1182	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1183	 True Labels: [2]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1184	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1185	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1186	 True Labels: [2]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1187	 True Labels: [2]	 MINAS-BR Prediction: unknwon
Ex: 1188	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1189	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 4]
Ex: 1190	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1191	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1192	 True Labels: [1]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1193	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1194	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1195	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1196	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1197	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 4]
Ex: 1198	 True Labels: [1]	 MINAS-BR Prediction: unknwon
Ex: 1199	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1200	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1201	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1202	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1203	 True Labels: [1]	 MINAS-BR Prediction: [1, 4]
Ex: 1204	 True Labels: [1]	 MINAS-BR Prediction: [0, 1]
Ex: 1205	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1206	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1207	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1208	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1209	 True Labels: [1]	 MINAS-BR Prediction: [1, 4]
Ex: 1210	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1211	 True Labels: [1]	 MINAS-BR Prediction: [4]
Ex: 1212	 True Labels: [1]	 MINAS-BR Prediction: unknwon
Ex: 1213	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1214	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1215	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1216	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1217	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1218	 True Labels: [1]	 MINAS-BR Prediction: [1, 4]
Ex: 1219	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1220	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1221	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1222	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1223	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1224	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1225	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1226	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1227	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1228	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1229	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1230	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1231	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1232	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1233	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1234	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1235	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1236	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1237	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1238	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1239	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1240	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1241	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1242	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1243	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1244	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1245	 True Labels: [1]	 MINAS-BR Prediction: [1, 4]
Ex: 1246	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1247	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1248	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1249	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1250	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1251	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1252	 True Labels: [1]	 MINAS-BR Prediction: [0, 1]
Ex: 1253	 True Labels: [1]	 MINAS-BR Prediction: [0, 4]
Ex: 1254	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1255	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1256	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1257	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1258	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1259	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1260	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1261	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1262	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1263	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 4]
Ex: 1264	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1265	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1266	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1267	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1268	 True Labels: [1]	 MINAS-BR Prediction: [1, 4]
Ex: 1269	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1270	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1271	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1272	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1273	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1274	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1275	 True Labels: [1]	 MINAS-BR Prediction: [1, 4]
Ex: 1276	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1277	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1278	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1279	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 4]
Ex: 1280	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1281	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1282	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1283	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1284	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1285	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1286	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1287	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1288	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1289	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1290	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1291	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1292	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1293	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1294	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1295	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1296	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1297	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1298	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1299	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1300	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1301	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1302	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1303	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1304	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1305	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1306	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1307	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1308	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1309	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1310	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1311	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1312	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1313	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1314	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1315	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1316	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1317	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1318	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1319	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1320	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1321	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1322	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1323	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1324	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1325	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1326	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1327	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1328	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1329	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1330	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1331	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1332	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1333	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1334	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1335	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1336	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1337	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1338	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1339	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1340	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1341	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1342	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1343	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1344	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1345	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1346	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1347	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1348	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1349	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1350	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1351	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1352	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1353	 True Labels: [1]	 MINAS-BR Prediction: unknwon
Ex: 1354	 True Labels: [1]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1355	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1356	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1357	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1358	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1359	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1360	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1361	 True Labels: [1]	 MINAS-BR Prediction: unknwon
Ex: 1362	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1363	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1364	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1365	 True Labels: [1]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1366	 True Labels: [1]	 MINAS-BR Prediction: [1, 3]
Ex: 1367	 True Labels: [1]	 MINAS-BR Prediction: [1]
Ex: 1368	 True Labels: [1]	 MINAS-BR Prediction: [1]
